txn_id,upi_id,timestamp,amount,location,label
5fe82c9e-2477-4d30-a1fa-6901a9cd8291,user16@bank,2025-04-20T02:35:30.003640,4507.16,Delhi,legit
d1305acd-8f3f-432e-bf04-4a614774ac8d,user61@bank,2025-04-14T23:09:30.003640,4052.56,Delhi,legit
5caef4f6-d600-47e1-9c5f-552ea1fdc8ad,user67@bank,2025-04-19T20:08:30.003640,4859.99,Delhi,legit
15c21fa0-63b4-494f-9405-0acc4f367504,user37@bank,2025-04-19T10:54:30.003640,4159.36,Chennai,legit
7b7c3f49-dbe4-4777-b85c-fb0d42ef83f0,user25@bank,2025-04-19T00:25:30.003640,4158.45,Chennai,legit
a3f55818-9727-4c0c-9ed5-4fc48fed7003,user1@bank,2025-04-17T06:38:30.003640,390.47,Chennai,legit
0ad24c67-854a-4b2d-a5e3-1a4dd9db6d82,user81@bank,2025-04-19T17:32:30.003640,1379.39,Delhi,legit
e2da2a74-e489-4d8a-84e4-66861690b57c,user21@bank,2025-04-18T19:55:30.003640,3187.48,Delhi,legit
91b20fe3-81a0-414e-8ac3-e2a263772b9f,user56@bank,2025-04-18T00:52:30.003640,3005.75,Mumbai,legit
41a1950f-7e56-4a46-b71c-e83f8ad2ff41,user20@bank,2025-04-20T11:41:30.003640,4554.61,Delhi,legit
490298c7-755e-4a79-bbe7-95d8fc917e37,user81@bank,2025-04-21T10:42:30.003640,2129.99,Chennai,legit
2667594c-019b-4198-a8e4-f596850f5063,user27@bank,2025-04-19T13:43:30.003640,3857.32,Mumbai,legit
d3745416-3120-469c-8a60-e709c7833187,user81@bank,2025-04-17T08:26:30.003640,2366.42,Chennai,legit
0db8b3f2-756f-4d43-a5a6-8735268d43d8,user10@bank,2025-04-16T08:28:30.004638,3609.03,Mumbai,legit
bef66aaf-f8c8-430b-80fc-88731f492d20,user68@bank,2025-04-20T20:27:30.004638,3131.86,Mumbai,legit
262739a3-e7d2-435f-bbc3-101f79152f3c,user41@bank,2025-04-18T02:27:30.004638,3080.03,Chennai,legit
d64846c3-80b6-4e06-9fd0-f57397ec3d3d,user34@bank,2025-04-19T04:24:30.004638,4032.56,Delhi,legit
6f170f90-829f-4e3d-a83b-ed1b92b31297,user40@bank,2025-04-15T12:59:30.004638,1464.54,Mumbai,legit
f0f2d277-2f21-4ada-96ea-0c9d129e2661,user11@bank,2025-04-15T20:44:30.004638,4360.19,Mumbai,legit
e62f1647-78a8-4779-b6a1-952ce031d3e8,user25@bank,2025-04-16T21:44:30.004638,1598.55,Mumbai,legit
7eba61f0-d6b7-4c7d-9e13-5014bef7c07c,user47@bank,2025-04-20T19:20:30.004638,658.33,Mumbai,legit
a704eb91-840f-4116-bf78-e7c69ff89251,user30@bank,2025-04-19T21:17:30.004638,965.4,Delhi,legit
2c527bdd-c12b-4337-b015-dba86eac450c,user31@bank,2025-04-18T14:26:30.004638,2032.06,Mumbai,legit
4788b855-ea5e-4163-9242-c60b0c2d2fa6,user71@bank,2025-04-15T02:04:30.004638,1536.75,Chennai,legit
c7351de0-6e00-40f4-bdd0-27696bdc43df,user99@bank,2025-04-19T11:45:30.004638,2270.97,Mumbai,legit
56938912-4887-4bff-a9e4-5fd761e2aa37,user23@bank,2025-04-20T13:53:30.004638,4489.48,Chennai,legit
6ae5f650-7a08-461a-b5ed-a59c753e74da,user40@bank,2025-04-19T01:45:30.004638,97.47,Mumbai,legit
9f74f537-6872-4db5-8e82-bcde4877b6b3,user45@bank,2025-04-19T20:07:30.004638,1154.64,Chennai,legit
6aae8245-c54c-438b-adb9-92d0cdb26467,user27@bank,2025-04-17T01:23:30.004638,17.04,Chennai,legit
12cf08da-55f1-4f1a-b9f4-98d31c9177a8,user93@bank,2025-04-21T07:24:30.004638,770.51,Mumbai,legit
429d5208-0164-427d-8829-bb43d3e449c5,user56@bank,2025-04-16T15:44:30.004638,2133.61,Delhi,legit
cf09a2a4-494d-4223-903e-7188f89175c2,user2@bank,2025-04-15T15:59:30.004638,1998.57,Delhi,legit
cbb119e7-6919-4cbe-8967-c94fb74bbffb,user18@bank,2025-04-20T07:52:30.004638,2043.72,Delhi,fraud
3e165544-46f9-4f5b-9c31-a7539f8e57f9,user21@bank,2025-04-21T07:40:30.004638,3582.43,Delhi,legit
a5003000-45d1-423e-b0b8-f126c6e492b3,user46@bank,2025-04-19T11:21:30.004638,3399.06,Mumbai,legit
4064a834-b192-45c5-b307-5c32377de3ba,user95@bank,2025-04-16T01:59:30.004638,75.98,Mumbai,legit
75ed7267-eab4-4451-8059-77bddf50ace3,user40@bank,2025-04-19T03:25:30.004638,2970.67,Delhi,legit
31c598bf-fffd-4056-9aa7-81a4ea5ca56d,user72@bank,2025-04-19T02:36:30.004638,1654.08,Mumbai,legit
e1d94fd7-ffbf-4ec8-9dab-0e5bfcda8d32,user47@bank,2025-04-14T15:54:30.004638,3733.17,Mumbai,legit
e4b78c5e-a574-4e16-af5e-b98d39dab630,user63@bank,2025-04-15T22:26:30.004638,554.23,Delhi,legit
f47ce875-ebfc-4af4-b7e2-b89f8a2abf18,user93@bank,2025-04-20T16:59:30.004638,1086.74,Mumbai,legit
0b93bc46-caa3-4b13-9ba1-eb74c916901f,user52@bank,2025-04-16T19:04:30.004638,1290.83,Chennai,legit
e4335c9b-6ad5-46f7-ac61-199d5f3b02c5,user34@bank,2025-04-15T01:42:30.004638,1540.1,Delhi,legit
f4eb87e0-db8c-42f7-b6e2-e450d968e232,user43@bank,2025-04-15T12:27:30.004638,2124.21,Chennai,legit
e7cf400c-99b7-4065-aa0b-ac1f7ec7511f,user22@bank,2025-04-16T08:18:30.004638,2166.86,Chennai,fraud
e1f47bae-df5e-46ac-88ce-85157e2eea7b,user63@bank,2025-04-19T06:37:30.005776,4931.67,Chennai,legit
5daadd7a-5fd8-43ee-920d-89c35f2ab076,user88@bank,2025-04-19T18:51:30.005776,256.7,Mumbai,legit
367bf776-e174-4fbe-a303-7c1a31856768,user77@bank,2025-04-17T06:28:30.005776,1651.75,Mumbai,legit
f61d3fa1-9320-457f-a133-9c4d7d06e671,user44@bank,2025-04-19T09:26:30.005776,3048.75,Mumbai,legit
2dcf9a72-7388-423c-b0e6-f9e9263da3fe,user46@bank,2025-04-19T23:44:30.005776,460.83,Chennai,legit
2156da08-2457-48a8-998f-884b491431fe,user27@bank,2025-04-16T13:19:30.005776,3619.92,Mumbai,fraud
602c3145-1e09-4cd2-92bc-4178ced1b1a8,user87@bank,2025-04-20T22:45:30.005776,2613.17,Mumbai,legit
149f288a-b156-4372-88ac-1745e1e04b3d,user93@bank,2025-04-18T11:49:30.005776,4851.78,Chennai,legit
6b0831c1-227d-4a34-8cc4-69a23d9712cd,user56@bank,2025-04-17T15:30:30.005776,3216.99,Delhi,legit
3bfbafae-0767-4d38-b0c9-73ed7e831d66,user81@bank,2025-04-17T22:45:30.005776,3102.67,Mumbai,legit
062b5c9e-7cc9-4015-93f0-06df6bd4b737,user7@bank,2025-04-14T23:23:30.005776,571.69,Chennai,legit
7cc15601-7da1-4841-a290-c41df4d030cb,user19@bank,2025-04-16T02:51:30.005776,1674.01,Mumbai,legit
819c1c0a-2264-4b05-bfc2-3d2199e33e7a,user55@bank,2025-04-15T23:21:30.005776,541.48,Delhi,legit
930d06de-e503-44a8-8e9f-c1d9941e832b,user58@bank,2025-04-17T04:56:30.005776,777.51,Mumbai,legit
434fb149-b9cf-4089-a091-9b0455f3054a,user87@bank,2025-04-15T03:56:30.005776,3180.49,Delhi,legit
f9efd273-7d4c-458f-84f6-2e7559aae3ea,user22@bank,2025-04-15T13:52:30.005776,2808.64,Mumbai,legit
da74e7cf-9112-4d16-a356-904f5bb04333,user13@bank,2025-04-16T23:08:30.005776,1433.79,Mumbai,legit
9c777b9d-9292-4fac-914f-65ae6ff82710,user21@bank,2025-04-19T04:36:30.005776,1855.32,Delhi,legit
6c360c8a-a8bb-4728-bfc9-57c368965551,user41@bank,2025-04-21T02:11:30.005776,4832.68,Chennai,legit
3cc23a7c-426f-4873-ac29-68010c2153d9,user77@bank,2025-04-19T16:21:30.005776,311.65,Mumbai,legit
1c6a7ac0-7322-4f60-b017-fc3e49c1b279,user10@bank,2025-04-16T06:46:30.005776,4503.6,Delhi,legit
3a8bfa7d-be86-4ee8-9b99-4382d8ee7181,user50@bank,2025-04-21T11:03:30.005776,4451.41,Mumbai,legit
d369f3ca-6010-4d76-8531-322e3f5e8534,user72@bank,2025-04-18T21:49:30.006773,3528.67,Delhi,legit
4883552b-0a27-4dcf-8413-255976d237d3,user9@bank,2025-04-15T22:28:30.006773,2285.76,Mumbai,legit
1b0ad140-cb49-4656-af47-460d724ba896,user34@bank,2025-04-20T13:11:30.006773,1909.37,Chennai,legit
c82c1fce-96e0-4c4b-a9f5-c5ed102c1030,user86@bank,2025-04-18T14:22:30.006773,386.33,Mumbai,legit
32a03c95-96bd-41c6-96d9-d082ec67467e,user46@bank,2025-04-16T19:24:30.006773,3362.98,Chennai,fraud
db8d666a-07db-423c-8919-3b328b7902fc,user37@bank,2025-04-19T18:02:30.006773,1300.35,Delhi,legit
7dd346ef-d2da-4b1d-a582-402aaeee5da4,user93@bank,2025-04-14T20:52:30.006773,3533.19,Chennai,legit
68b60665-0c9a-47af-872c-ceb42ece01c8,user78@bank,2025-04-15T07:08:30.006773,2145.31,Mumbai,legit
5a2f14fb-d7ec-43f4-8518-189797a6b3b7,user72@bank,2025-04-21T03:36:30.006773,4671.03,Delhi,legit
9e513379-2eb7-4643-b75d-a0392fba034a,user5@bank,2025-04-19T19:00:30.006773,2116.72,Chennai,legit
67be0097-a084-4fa6-88db-8ce9c50623cc,user55@bank,2025-04-20T11:03:30.006773,4234.31,Delhi,fraud
8ac1a77b-a52f-4b59-b077-5a9221d65b1a,user79@bank,2025-04-21T08:40:30.006773,514.89,Delhi,legit
cdafa250-c868-44f8-b54b-c53ac575773d,user42@bank,2025-04-15T10:52:30.006773,2086.66,Mumbai,legit
450283a7-5384-41a2-bc81-f4e609c247b0,user65@bank,2025-04-15T00:30:30.006773,1903.02,Delhi,legit
d8d0fe07-e84d-4a0b-8b55-fb838e1bded5,user41@bank,2025-04-19T01:16:30.006773,4215.38,Delhi,legit
3f98ec1b-d9c2-43f5-aca1-b7d5a076ecd6,user19@bank,2025-04-16T14:24:30.006773,4557.07,Chennai,legit
ea47b87a-930e-42e6-bf50-498c1330bc42,user10@bank,2025-04-16T17:21:30.006773,116.53,Delhi,legit
5917f591-3bd0-4c0f-9a0e-325b2c61bc0c,user43@bank,2025-04-18T19:19:30.006773,1485.28,Mumbai,legit
957d2695-94b9-4fed-86bb-5ad1b945d72d,user64@bank,2025-04-17T16:36:30.006773,927.62,Mumbai,legit
a18961f9-b91b-46c4-aef6-96d630dc9a41,user55@bank,2025-04-14T15:45:30.006773,3630.37,Delhi,legit
eac5863f-eaef-4908-b6ee-340afa4b1c63,user34@bank,2025-04-15T03:17:30.006773,862.6,Delhi,legit
df4c575a-fc03-4f91-8945-eaa5c69ba366,user78@bank,2025-04-17T15:17:30.006773,3699.07,Chennai,legit
68e4717f-cf65-4aff-9f98-c8c721ed698f,user24@bank,2025-04-21T00:44:30.006773,2712.77,Delhi,legit
0955d264-feca-40dc-952a-43eba2932490,user44@bank,2025-04-15T15:49:30.006773,4013.0,Delhi,legit
4bb965b2-9158-4b68-9e18-3276c4ee4af1,user35@bank,2025-04-17T09:48:30.006773,2986.42,Delhi,legit
850a87f3-b099-4ee6-afd1-6cc704376ceb,user51@bank,2025-04-15T20:05:30.006773,4891.89,Delhi,legit
d912c943-27ce-407d-9997-0a83b6e4d3c7,user60@bank,2025-04-15T22:58:30.006773,1391.61,Chennai,legit
9034b14a-a3e0-4605-828d-207eada0e3af,user93@bank,2025-04-21T01:12:30.006773,3251.97,Delhi,legit
729c7cfe-2417-4bd1-a3fe-41af0f2eee4d,user8@bank,2025-04-15T23:19:30.006773,1922.6,Delhi,legit
3e2031e8-0256-4f92-b621-8f26238e8f71,user8@bank,2025-04-15T11:05:30.006773,1669.13,Mumbai,legit
9dda693d-0eb3-4500-944c-fc495ad8df19,user27@bank,2025-04-18T12:36:30.007771,805.1,Mumbai,legit
08066b62-2e26-4d40-b894-9bb4193e1bc8,user59@bank,2025-04-15T21:13:30.007771,529.04,Delhi,legit
c6b53fab-10ef-43de-9543-b95acfafecae,user54@bank,2025-04-21T01:02:30.007771,4132.43,Chennai,legit
fe13cb3f-9e05-4340-8d07-85cda0c25afb,user55@bank,2025-04-14T18:55:30.007771,1089.42,Mumbai,legit
d774fda2-8ddf-42d9-9fe4-b5c98dca1815,user6@bank,2025-04-16T06:38:30.007771,3133.63,Chennai,legit
581f6f61-7446-4744-ac04-36c3f6f59803,user5@bank,2025-04-14T16:26:30.007771,1466.51,Chennai,legit
cf1014b3-1523-4520-b04c-fa928dc238b2,user20@bank,2025-04-19T15:33:30.007771,1080.28,Chennai,legit
88aa7111-3472-4be0-88c0-a3e1528f5db4,user73@bank,2025-04-18T06:47:30.007771,2355.91,Chennai,legit
9381e4ff-32dd-4398-b46e-922aa3496a7e,user12@bank,2025-04-20T23:03:30.007771,527.61,Chennai,legit
133df53b-a505-41af-ad80-e3dc59d701c9,user67@bank,2025-04-18T06:28:30.007771,3912.4,Chennai,legit
8853f1dd-3a7d-4ef1-8e8f-d75f38b92c8a,user90@bank,2025-04-17T03:10:30.007771,2075.14,Delhi,legit
57584e1e-241b-49b7-8c4c-84b171d9fae8,user31@bank,2025-04-21T02:15:30.007771,3317.11,Delhi,legit
fc34c57a-1f85-4582-8489-b47b9aa34444,user80@bank,2025-04-16T09:12:30.007771,667.89,Chennai,legit
1b836d16-c5e4-4532-84cd-ce8a17aa96d9,user57@bank,2025-04-16T18:49:30.007771,2722.29,Chennai,legit
969469e0-09c0-4f58-bb63-0528d4d88663,user39@bank,2025-04-16T09:00:30.007771,3889.14,Delhi,legit
9da20f6e-adc3-4012-bf2d-96ca301e163b,user77@bank,2025-04-20T23:53:30.007771,3338.17,Chennai,legit
f68d9179-30a9-43b2-8676-289bc9375d27,user36@bank,2025-04-21T06:46:30.007771,1781.28,Mumbai,legit
67209e8b-32ab-4138-b974-0977f62fe8e9,user69@bank,2025-04-17T02:46:30.007771,4334.7,Mumbai,legit
e6cbb89e-3cbc-4ba1-a844-4ce6456af4d5,user48@bank,2025-04-15T17:58:30.007771,1388.88,Chennai,legit
0581a895-626c-4c7f-b6c3-785e285b317f,user2@bank,2025-04-16T22:43:30.007771,2467.04,Chennai,legit
d89b443a-94dd-401f-b9d6-8e0e59cae480,user27@bank,2025-04-18T01:17:30.007771,1322.38,Chennai,legit
44cd901a-d5c5-46b5-bc78-5e37c8146d14,user34@bank,2025-04-18T02:37:30.007771,1797.26,Mumbai,legit
5181aed1-7840-4d97-af0d-ba32b15dc026,user41@bank,2025-04-20T08:03:30.007771,1419.44,Mumbai,legit
7f80779b-7750-4d67-bd29-19d7e0e84219,user21@bank,2025-04-18T13:38:30.007771,1373.82,Mumbai,legit
0deb5318-77c9-451d-890c-384a9fe12020,user4@bank,2025-04-14T19:12:30.007771,2156.95,Delhi,legit
486abc19-6411-4381-887b-db5c0b0ab5ce,user41@bank,2025-04-19T19:33:30.007771,1748.19,Chennai,legit
2bde548f-1467-413b-8987-798199f0a0d2,user7@bank,2025-04-21T01:09:30.007771,4177.67,Chennai,legit
55a635a8-f847-4451-a92a-f491e3fabe7c,user12@bank,2025-04-21T03:11:30.007771,3103.7,Chennai,legit
c7cbc704-a24f-4775-be94-d90a7c07fb2c,user66@bank,2025-04-19T22:48:30.007771,4238.75,Chennai,legit
f9acb140-1dcb-4f2a-91c0-ab52ca2980f4,user14@bank,2025-04-18T05:53:30.007771,2749.22,Mumbai,legit
a94c4afa-2478-4279-9ea7-3eeed837e754,user66@bank,2025-04-20T01:50:30.008768,1106.85,Mumbai,legit
285efe93-0e81-4952-aac5-69d762a4ee03,user78@bank,2025-04-15T01:10:30.008768,4795.05,Chennai,legit
2079c77f-19b1-4f43-bed1-f9afeead2a55,user19@bank,2025-04-20T13:20:30.008768,2628.07,Delhi,legit
aac717dc-d15b-4b2a-9c54-21588231fc42,user97@bank,2025-04-19T15:18:30.008768,1396.36,Chennai,legit
19666988-35c0-4e3b-a74d-e624ceeb2df2,user98@bank,2025-04-17T08:44:30.008768,4960.08,Delhi,legit
38b6f86f-ccaf-4c4d-9d57-1e4815fb034d,user79@bank,2025-04-19T14:33:30.008768,4125.78,Chennai,legit
c7830207-62f1-41c2-8694-af2aba623343,user98@bank,2025-04-18T13:30:30.008768,1505.34,Delhi,legit
a1774cfc-189d-4871-8eb7-30152e5b4c0a,user84@bank,2025-04-14T23:02:30.008768,2578.85,Chennai,legit
5dc6dde6-9fc0-4b08-9535-8a7d7977012b,user1@bank,2025-04-17T16:48:30.008768,4180.59,Chennai,legit
cf1e3e26-3820-499b-afc3-c21e1940d3e0,user28@bank,2025-04-19T18:28:30.008768,2323.33,Delhi,legit
3f5e36c7-c963-4039-9d39-4c768d26c92e,user99@bank,2025-04-19T17:18:30.008768,723.0,Delhi,legit
faf4f981-3c13-482b-8440-112eb7d04e89,user76@bank,2025-04-21T01:59:30.008768,1637.4,Mumbai,legit
21ca3622-2ba6-4518-9c92-4757ffab15e0,user34@bank,2025-04-17T04:59:30.008768,2177.04,Chennai,legit
33c03299-0f5c-4522-9605-6cfff8a03823,user80@bank,2025-04-17T20:23:30.008768,3659.15,Chennai,legit
092a03ce-ebc6-4e09-9c49-fc4595e3c4fe,user58@bank,2025-04-20T19:56:30.008768,3199.95,Chennai,legit
06146fba-6c20-4b9e-a1a0-6e3cdf6e06b2,user86@bank,2025-04-19T11:06:30.008768,1803.66,Delhi,legit
eded7f1e-31c4-4a0c-a942-2fcae2e8eefc,user31@bank,2025-04-15T06:55:30.008768,1050.66,Chennai,fraud
5e2eadcd-52a7-431e-bb1c-eece8398f1fb,user98@bank,2025-04-15T19:23:30.008768,225.03,Mumbai,legit
1564c924-a1cf-411a-a7df-d42edfdddd42,user61@bank,2025-04-16T23:24:30.008768,3157.13,Chennai,legit
2149dfeb-05f4-44e9-a1d2-644469163e89,user49@bank,2025-04-15T13:48:30.008768,4975.59,Chennai,legit
7d0f6561-f51f-4e48-b5bb-33a0acfe902f,user58@bank,2025-04-17T20:57:30.008768,2004.96,Chennai,legit
48028c0b-cd0b-4ba2-8b92-7681340db1d3,user9@bank,2025-04-15T08:40:30.008768,4743.84,Delhi,legit
a0231373-98ee-45bf-a850-64351539f98a,user91@bank,2025-04-18T15:25:30.008768,1128.73,Mumbai,legit
6fcd2f93-d8ee-44a3-b5bd-3b93df38368c,user45@bank,2025-04-16T06:25:30.008768,453.22,Delhi,legit
8b1e0081-cf36-49e3-a492-b762a3905b60,user34@bank,2025-04-15T11:35:30.008768,3564.24,Mumbai,legit
45a0f9f2-8037-438c-bdb8-7ec50027cef5,user57@bank,2025-04-16T17:04:30.008768,1629.37,Mumbai,legit
0877cbde-d988-430e-b7df-cb1e06b71b78,user37@bank,2025-04-18T14:23:30.008768,713.61,Delhi,legit
67fd9186-2425-4ad0-9174-a0f62819e292,user19@bank,2025-04-17T11:13:30.008768,4637.24,Mumbai,legit
445a8e17-c5de-48a6-b332-1e70eb0eea16,user59@bank,2025-04-16T22:10:30.008768,1981.57,Delhi,legit
62a11cde-3beb-4c4e-be91-d12a9d11cf5b,user95@bank,2025-04-18T19:09:30.008768,3731.76,Delhi,legit
b206ea36-2e31-4616-9d60-8904c454e18a,user40@bank,2025-04-18T10:08:30.008768,4078.23,Mumbai,legit
dd918f11-9bf5-42d2-8a60-3554a18ffa40,user46@bank,2025-04-18T13:03:30.008768,4662.83,Mumbai,legit
48e7d07e-6c27-4050-8f37-d4c43371a167,user92@bank,2025-04-14T15:57:30.008768,1275.08,Mumbai,legit
590727c9-0d17-4e94-9db6-6205641686b6,user14@bank,2025-04-15T04:00:30.008768,2526.68,Chennai,legit
8c604067-4ff7-46ed-96f5-5edf4f8591ab,user34@bank,2025-04-16T19:01:30.008768,3090.89,Chennai,legit
6e400160-143f-4e86-bdbb-60b335a579f2,user6@bank,2025-04-14T21:37:30.008768,2592.75,Delhi,legit
1f3a6370-f4ae-4e4e-b3a1-965b07b6c52a,user80@bank,2025-04-20T00:34:30.008768,533.52,Chennai,legit
3dbb7cb5-7a0c-47db-9742-da05dece8bcd,user5@bank,2025-04-18T14:52:30.008768,111.28,Chennai,legit
5e74a286-6e4a-4087-9e52-a75eac83d9fe,user90@bank,2025-04-19T04:19:30.008768,3747.13,Chennai,legit
e9bf6608-cb38-42ec-a161-68183db09d83,user63@bank,2025-04-19T01:23:30.008768,1731.84,Delhi,fraud
7f0a4607-88b2-473e-a7d2-a6c0054e25b6,user46@bank,2025-04-21T02:17:30.010276,2742.79,Chennai,legit
eb259196-7d35-4971-8b43-1d39b40bf718,user79@bank,2025-04-21T01:40:30.010276,4253.51,Mumbai,legit
e38a73de-7379-4007-830c-f89ce8a0f28e,user66@bank,2025-04-15T14:26:30.010276,386.71,Chennai,legit
d72a554b-a21a-4498-b72f-38ad204006c3,user32@bank,2025-04-19T13:57:30.010276,1515.33,Delhi,legit
39300695-d7ed-4dcc-8640-35271897a032,user94@bank,2025-04-20T14:54:30.010276,1759.67,Mumbai,legit
39938537-7775-40d6-ba54-d34e7e97035f,user44@bank,2025-04-17T07:12:30.010276,381.77,Delhi,legit
eda5029e-7a61-4b72-94f4-b2c2cddafad1,user38@bank,2025-04-16T05:18:30.010276,4407.84,Mumbai,fraud
1058fdc1-3768-4acc-9f92-dae99386998c,user93@bank,2025-04-17T17:48:30.010276,1897.59,Delhi,legit
2a6f226c-7495-4104-965d-1dc66e9bef34,user1@bank,2025-04-18T18:38:30.010276,3126.05,Chennai,legit
6ac9ac38-74b7-46a5-b70e-d1043502216d,user70@bank,2025-04-17T20:23:30.010276,3234.45,Mumbai,legit
10d38c5c-3947-46f3-a052-03d8cf007b39,user46@bank,2025-04-19T10:47:30.010276,2799.22,Delhi,legit
9f7e816a-2a42-4347-bfe0-ae47bd44bb6f,user4@bank,2025-04-15T11:12:30.010276,875.72,Chennai,legit
7c75dd4a-7cad-486c-8a51-80ac2b65f50e,user45@bank,2025-04-17T14:24:30.010276,4237.68,Delhi,legit
1e29da50-edbe-4959-a74a-9046ed96a629,user29@bank,2025-04-19T12:10:30.010276,862.58,Delhi,legit
33dcbb03-88b5-4229-9eee-565f5c65779f,user77@bank,2025-04-18T10:14:30.010276,618.29,Mumbai,legit
48941d09-0071-4ea3-8f76-bfb4cfc8fdd3,user100@bank,2025-04-20T03:18:30.010276,4833.04,Chennai,legit
c82c5468-9ff3-4018-b0ae-665f8de87896,user74@bank,2025-04-15T17:12:30.010276,1167.98,Delhi,fraud
9bf54920-0b59-44bb-8a7d-186e043bf91a,user8@bank,2025-04-21T01:10:30.010276,2310.14,Delhi,legit
d47d0283-05b1-4979-be22-43cef44d844e,user59@bank,2025-04-20T15:32:30.010276,2882.62,Delhi,legit
537b903f-9917-474a-bf9e-fffc8b5a4bc0,user76@bank,2025-04-17T03:47:30.010276,4631.88,Mumbai,legit
8c6652a0-fa1a-4873-a21b-4caff7812b97,user23@bank,2025-04-16T02:36:30.010276,2063.23,Delhi,legit
1128489b-cb98-43c5-b428-89248caf7406,user55@bank,2025-04-15T17:58:30.010276,42.28,Delhi,legit
f1e5b77b-4975-41fb-a30f-77bd4da74b1b,user37@bank,2025-04-16T12:38:30.010276,2468.39,Mumbai,legit
1c8625a8-1c03-4413-bc10-e704bc6909ab,user87@bank,2025-04-17T18:01:30.010276,232.3,Chennai,legit
1a169255-6e3b-4d2c-9a77-d13d12705978,user17@bank,2025-04-19T00:15:30.010276,2072.4,Chennai,legit
e2e7149b-3566-4847-ae50-f1dc27b28adb,user69@bank,2025-04-19T18:39:30.010276,1487.38,Chennai,legit
c9ba069f-215e-4eaf-b3a6-3e72d5782071,user64@bank,2025-04-15T00:17:30.010276,3612.84,Chennai,legit
4ca64339-70be-414b-be7f-dfe7b7794eb4,user28@bank,2025-04-16T10:39:30.010276,265.55,Delhi,legit
754e3892-a47f-4471-8cb1-0b39698fc80e,user21@bank,2025-04-20T21:00:30.010276,194.96,Chennai,legit
65861469-b643-4cb8-ae1d-fdcf1c0beba8,user49@bank,2025-04-15T20:29:30.010276,35.75,Mumbai,legit
3322e831-caff-43ca-b90e-2916df78d88d,user76@bank,2025-04-17T02:46:30.010276,1278.36,Chennai,legit
8d7cc0c8-6f6c-4ee5-99d7-2f2d37bc3d14,user75@bank,2025-04-20T21:45:30.010276,662.44,Mumbai,legit
36d5bce7-ed78-411f-ae69-9361a0e05c74,user59@bank,2025-04-16T11:41:30.011278,443.72,Mumbai,legit
881f8c65-4699-4c5e-af85-aef05993b31f,user10@bank,2025-04-21T09:18:30.011278,2982.15,Mumbai,legit
9df246fc-6b47-4d46-9e77-162caf10f2d1,user68@bank,2025-04-19T08:04:30.011278,2635.2,Mumbai,legit
3382c53b-edb6-4fa9-982f-2e4dab8bfe14,user95@bank,2025-04-21T12:22:30.011278,4225.84,Mumbai,legit
e1fa1e4c-ff4d-48d1-9050-ffcf77c96b72,user82@bank,2025-04-15T13:28:30.011278,4817.15,Chennai,legit
884abc8f-74cd-4e46-b099-098c8b36bbbd,user25@bank,2025-04-16T09:29:30.011278,3108.49,Mumbai,legit
