txn_id,true_label,pred_label,score,confidence
283572c4-9f65-426b-b182-f2486a2fb8c2,0,0,-10.4909560905127,-2.994449368246251
89bb403c-970a-4db2-bbc9-a0b6745262ee,0,0,-9.712312508515076,-3.1474676777548183
9e315941-dc24-4ac6-b396-aa49443fc434,0,0,-10.37027243036342,-3.0181660084245117
1f1c245b-8e68-487d-ae64-1e849e48875c,0,0,-15.659709999897753,-1.9786906774075064
44e433df-001d-41b3-a25c-14caa1ca3823,0,0,-16.22358270948055,-1.8678789391574917
f01d0d4c-9315-4c49-843d-ad10c61da753,0,0,-15.005893326497178,-2.1071781194225054
a4599118-484d-4e6c-91a8-d5bfd7fd1af4,0,0,-15.712194411176917,-1.9683764899215117
bce09838-6307-4c32-a8af-f7dbe23dc506,0,0,-14.411324842603499,-2.224022162571326
e8bf23aa-1aa3-4128-9530-a650fd702880,0,0,-9.680098316830716,-3.1537983806177112
0fe08651-cf12-46b2-a9fa-f648429a3894,0,0,-9.31301813006743,-3.225936636080502
f58669a7-e5b6-481a-8162-651e31bf159f,0,0,-11.112086463118017,-2.872385407535686
dfdc78b2-f695-48b8-90aa-c0414b83adb4,0,0,-10.745155569954669,-2.9444943239596517
e22127e4-aa1d-490e-9c08-e5af2b6850d8,0,0,-11.684478294379883,-2.759899499449859
999155d4-efd9-4e17-b18f-02cd4c8d9869,1,0,-11.198178289123264,-2.8554667222958594
188c2512-9679-4d34-941b-24c0927de2b7,0,0,-16.238680468054042,-1.8649119417434021
9d3185b5-69a4-4728-b989-e94d899657b0,0,0,-16.837663045909274,-1.7472004449718654
a1af6ecf-e3de-4fb9-b13d-fd966c4853d9,0,0,-17.511769735024174,-1.6147256280188453
a62184ac-ccb7-4d5a-80e8-0ccda63bf5fd,0,0,-16.831974039390467,-1.7483184432196102
be659941-70d8-4b24-a3a0-ab7eac5bed3b,0,0,-16.006225067354166,-1.9105938599838073
b8b80d7c-846e-47f1-8a4a-5784686eef30,0,0,-11.693575126033599,-2.75811179858939
c7c4a040-986b-4da6-8280-de109b7e7f09,0,0,-10.064394097098162,-3.0782769327982393
d756f79d-c56f-428f-b2de-d3dd0cf55fa6,0,0,-10.916004134846373,-2.9109193235536597
fef2ba9c-669e-4e9d-aab5-f10b6874db28,0,0,-12.000810263718519,-2.697734236278318
d633fdb2-fa05-419b-9bf0-8752fd668a4a,0,0,-12.932968893084203,-2.5145472930386124
148fd0b2-6d92-49dc-b5ff-dbaac3d6447d,1,0,-12.587022235863929,-2.5825324070135807
6cff90da-3aa6-4bc5-9b3f-8ad1be242e1c,0,0,-16.7741607322988,-1.7596798603336776
6ad51ca0-6bac-4a2d-bbdb-bff7f5c34ba5,0,0,-16.628261773566706,-1.7883517874392338
d26b472b-4741-4668-9456-6881e22c467a,0,0,-17.22020053542791,-1.672024534808168
a47589f8-737f-4eda-a6f9-465025c29b70,0,0,-17.846348245377847,-1.5489745716486538
c7f62376-aa7a-4453-a972-9557d17e851b,0,0,-19.156722559558343,-1.2914610352692335
d67ceec0-3499-477d-9dae-6f54a0e74ce4,0,0,-15.792335101149597,-1.9526273163766548
2050ee08-f8fc-4f07-84bb-a301dfa7d101,0,0,-18.178941501631133,-1.4836136555601132
a7406f9a-b01e-4bc7-b8b2-22c93af7c612,0,0,-19.613852951112662,-1.2016261976646199
70724ec5-0372-4a85-9bc5-f92c91520cb9,0,0,-19.597141650986917,-1.2049102867575672
6a360e76-44d1-45c4-8d26-7afe829de6e4,0,0,-17.29785917498056,-1.6567631314937081
d77f936c-e3a5-4356-91e6-08b41409038f,0,0,-19.297880541590732,-1.2637208004767981
e2728b07-31cd-4c2f-9743-d32c3c17e282,0,0,-18.13215539717882,-1.4928080171105123
f099cf49-9a98-4635-8026-ee91741f9a68,0,0,-16.19872696970126,-1.8727635659245347
f22368b3-d7e0-4ccb-8722-f3f26f19f011,0,0,-24.395793150317907,-0.2618837758800667
8556be18-c738-4e3e-aeda-975f767c5114,0,1,-31.429267327614934,1.1203280004258658
2f16b35d-12cd-45cc-8edd-4d5f275ca325,0,1,-27.83160303435385,0.4133183736055883
8da6931a-f1b6-4629-8f5b-6ab66669a28d,0,1,-26.705979902759836,0.19211196707698364
f0d8955e-2ded-4c90-8952-48be1537f81b,0,0,-24.29276470208715,-0.28213083030144287
27219561-588d-45a4-971e-7baed885cf57,0,0,-16.27084726369477,-1.8585905531067375
e485fb08-0227-40d9-9e70-cac177856346,0,0,-9.226181416044566,-3.243001706017851
48a5ea4a-b651-4c63-a897-fe26d386e094,0,0,-10.058083940507458,-3.079516998877981
aaa74d03-249c-4863-99cd-3b3f7f79efe4,0,0,-10.364761561999124,-3.0192489991285063
42b7b3ea-4b4e-4bbe-b756-a445e66e5f5f,0,0,-11.367815699442085,-2.8221297368553553
fdc59d8a-baf8-4451-996b-45cfde30074a,0,0,-11.210184412714145,-2.853107290101075
8c25f272-fd33-477d-adaa-1361312a9897,0,0,-10.838364790231,-2.926176935045067
bbef5096-f32a-4dc4-9c1b-9cb63546161d,0,0,-11.743445940027106,-2.7483112328009653
5f4284d7-2e1e-4955-848a-94887fd05772,0,0,-12.081362876348837,-2.6819041120775027
5751eada-0868-4637-82dc-167392d80ce7,0,0,-12.514893864714379,-2.596707007146539
0a406c02-6f24-44bb-97f2-7897478139d9,0,0,-13.917499418131907,-2.321068273772977
3199940a-d75b-4e4f-85dc-61a49a488616,0,0,-13.879927834358469,-2.328451806325601
6dffdc93-9378-4a3f-a3eb-5341e103cdab,0,0,-12.881736059431372,-2.524615521658409
7eb2dd44-911a-401d-a849-a74df03fc0a4,0,0,-13.367839387814278,-2.4290869495679415
744b1199-f7e1-4c94-b146-82278453c9de,0,0,-13.278994376792467,-2.4465466881558453
ead50ce4-fe56-4649-b8c7-6f470d1939a5,0,0,-12.835399674232749,-2.5337215048010955
9de03450-e1b5-4f9c-bc7f-69a2dd82bc09,0,0,-13.941481825135602,-2.316355273547332
de85c8a1-4045-4fcc-bd3b-59936f73478a,0,0,-14.143618426151653,-2.276631577504104
c9a270e4-54d4-4762-96b5-268560b3b16b,0,0,-13.661685891726822,-2.371340509061305
c842c15e-fa8d-417a-b672-df0ebb6131f7,0,0,-18.169952215146953,-1.485380221744308
f4c507bf-dd70-458b-b579-968478b38f39,0,0,-18.887945613269306,-1.3442808297257796
4540571d-22e3-484d-a731-8ecb498028f0,0,0,-18.05270364049495,-1.5084218021288918
9618833d-36c2-4bfa-83b5-5c47565e40da,0,0,-17.944021198046244,-1.5297799742133487
8eb42b09-3ee9-413e-9f3a-bb192a6baf7b,0,0,-17.396376806398095,-1.6374025385795223
3dd38aab-cc69-46b3-9ee4-88ed49d92302,0,0,-15.201220825843313,-2.068792541679989
171fb24e-8c9e-4f42-9423-8e5f48d0478b,0,0,-15.073705445963824,-2.0938517450390446
e4a05737-ae22-4de2-b885-81312989a0c6,0,0,-15.486081243539866,-2.012812038443832
ade8fb41-428e-4770-9591-f6f670466871,0,0,-15.558633190029736,-1.9985541976805983
4e755fcb-1ae8-49a5-8d19-c8393b25dac3,0,0,-16.82251865698249,-1.7501766061394328
83884327-982c-4f9a-9157-e9027e4680c4,0,0,-15.082879482417791,-2.092048871963337
95bcc617-5635-46e7-b29f-5419472931c7,0,0,-15.94944689710695,-1.9217518529719841
70a080de-d53c-42b1-9e45-3b29facb6be1,0,0,-14.905110594159256,-2.1269838478540413
79f87b5b-0b5d-4d68-b612-7b765d2df1aa,0,0,-14.055162193753738,-2.2940149136799453
73823086-9e2d-4be2-b676-da0976053bba,0,0,-12.137650504408462,-2.670842519981882
414f0377-9703-4a6a-abe8-aef5e2d45354,0,0,-9.873274331185698,-3.1158356106962453
b95ae9b2-3ed8-49b6-9154-cc5536c64552,0,0,-7.771282310428576,-3.5289171194291242
441d2c48-f091-41ab-a032-c2df0f8c5076,0,0,-8.030220890584584,-3.478030751496354
0a4ae64c-4f50-4f05-bbee-59146a480e6b,0,0,-8.389869504263075,-3.4073529418353603
4911e343-1846-4929-8a38-be205f18fe81,0,0,-10.57498640116091,-2.9779358100790074
92bf0f43-3a03-4dfb-b2ef-9a7ce75297dc,0,0,-10.572077388803308,-2.9785074864706087
f39d87e1-3d61-41f1-b5dc-f83248b4d35d,0,0,-15.954035186412153,-1.920850166643026
c7c2521e-32a0-4648-b4b7-0d6f0cdf2ae0,0,0,-17.227723195474574,-1.6705461886816964
58b3aa7a-8348-487b-b490-cadfcc022194,0,0,-17.13819693016531,-1.6881398067259028
aa19e58f-54bf-49d0-a934-31f3fe3d2748,0,0,-14.983242036027756,-2.111629529870051
8ff9ed92-3feb-4b70-bdae-cadb1987f61a,0,0,-14.121171519014752,-2.2810428227300297
d3ce8617-7a59-4645-a421-01c205261af1,0,0,-9.485325936371014,-3.192074866915128
aa3ae3ea-95e0-4d1a-8728-8b89a095d6e2,0,0,-10.100303362697085,-3.071220077460725
906041ae-5be9-4cfc-96f3-bf1520ce78e5,0,0,-10.226371467074578,-3.046445291331617
20bf5b94-491f-4048-aca1-8d61a38be0f1,0,0,-11.494976954947072,-2.797140125687637
128f094b-2612-4566-b623-3bfa85446543,0,0,-15.760939263953695,-1.9587971969797902
10ea5b2f-0493-4a63-9809-330749eb688d,0,0,-16.63766084592585,-1.7865046905176165
c75f0ef5-d186-4577-82d5-2967c6f4e585,0,0,-16.14530533304222,-1.883261936066847
e379e955-a4e4-4091-90bf-51c7ee64ec20,0,0,-17.254759505351064,-1.6652330383157272
0519709e-6ccd-4a7d-97c7-e4de4e2fa6c3,0,0,-16.96746495076527,-1.72169189585996
106ffe8d-341b-4509-ad4a-d05cc785fa75,0,0,-14.221199050212276,-2.2613855057212735
60a597d7-84f6-4f76-bc87-a890b8e11fb5,1,0,-13.876933838260918,-2.329040183642405
7ea8f4aa-1dea-476d-a242-6cc9f905a7af,0,0,-16.847230617324435,-1.7453202347731318
79a395b7-e038-4f32-b6c3-0d7e83d150ac,0,0,-16.56658906995129,-1.8004716495536082
556d59f9-42cc-4ee1-8908-cafe60c33d77,0,0,-17.010874581144897,-1.7131610758408173
b9f317b5-42cc-4d3e-a1c8-0cc65d5f077f,0,0,-17.31684802863171,-1.6530314597091025
5809c592-7107-44ec-9372-d3f259e117f4,0,0,-18.448100465165915,-1.4307187874312237
e30d451b-5230-4c34-ac8c-91e235338129,0,0,-16.37998573166661,-1.8371427633123858
ade2aa16-f374-4e5a-b868-115a858fb247,0,0,-16.916646476832117,-1.7316786948946432
3e89f806-f81e-4e21-9ed3-ebede49ef844,0,0,-16.02083185691555,-1.9077233473414297
764caaa3-d281-4ea2-a6ac-34d0f7374e66,0,0,-18.273874941183877,-1.4649574246836876
78f979ce-f90e-4a48-99ad-fb0e8c325b8d,0,0,-20.942366323893634,-0.9405479904302742
10c1a58e-c051-45a1-a712-75f9b4e3e8df,0,1,-27.83673642044026,0.41432718184488826
6ee4a422-1c95-462c-b190-c611c172c1a9,0,1,-26.933116873502065,0.23674871242933773
af45506e-bc68-4d34-9a2c-17f04b7492c9,0,1,-27.864291830766604,0.4197423453464411
df2b0350-b7f7-4d3a-8ba0-0277e6dba59b,0,0,-23.728415087939407,-0.39303628939114915
56dc4ffc-442e-423d-900a-05e95cb7ed32,0,0,-18.607866741772234,-1.3993216679686098
e0b06cc7-20f2-49cb-b435-b5de9a3724a6,0,0,-11.541642207940349,-2.787969513753096
bdea6a69-586e-4562-a0c4-cb8dab778e47,0,0,-11.256747196798255,-2.843956815260862
c56eaebc-dd80-4d02-90fd-823f1f8488df,0,0,-9.980641137931055,-3.0947359861114534
0bd963fa-6660-410e-8bfa-2bc03fcef1f9,0,0,-8.902749918850846,-3.306562161772766
8d7aa875-16d4-454d-b5b6-339172884b00,0,0,-9.238439438543237,-3.240592770884972
7f500470-e948-4fba-967e-3b49f036f867,0,0,-10.921679801231324,-2.9098039468965613
f46c8da8-d9c6-4fd0-b29f-50cda243b90c,0,0,-10.835568819749657,-2.926726396552723
f9f2ff83-6154-4654-b551-1108954ef28e,0,0,-11.130020633366636,-2.868861001148309
277b35a8-693e-49e9-ba04-f90a1b30c323,0,0,-16.16401848766501,-1.8795844443978016
edb83834-2759-4c43-80bf-f5c7b4518b3e,0,0,-18.753030901118624,-1.3707941429520554
5a0dc7e0-8e71-4266-9de7-6f3575f48a34,0,0,-17.205678538230504,-1.6748783841343697
36356273-8f93-4eb7-82ee-27cc7b3f2392,1,0,-21.430422247183625,-0.8446356962123207
7e04f89b-5b5d-4297-8a22-a5e6e1a86e88,0,0,-21.710064286750494,-0.7896807037724283
deeeb1ca-ae75-4f04-8c40-5777fd1e7b78,0,0,-17.79472058745407,-1.5591203907654254
fc187264-927d-4d87-b087-e73b5be9ac42,0,0,-15.897464000929178,-1.9319674831786509
f5b945ef-84a9-4226-936c-8b45f26b4ce3,0,0,-15.683620884770844,-1.9739917326441685
0d09f04f-bbee-4d52-8e4a-ccddc5e465b0,0,0,-12.312624529716386,-2.636456787947929
128096e8-80f2-4e83-9068-5861a0ce0941,0,0,-13.755955377540998,-2.3528147577534737
7d8ebdb6-6fe0-4e3d-8192-bd18f0b95107,0,0,-13.356570713815653,-2.431301458857608
d6a9e27f-c741-4359-a320-2e09615bffd4,0,0,-13.584654092529327,-2.386478726294617
ae6e75d1-3fae-4245-930e-31d4c0ae9dd0,0,0,-19.172466780850115,-1.288366995605521
b8f28c5c-1a95-4f6c-866d-efaf08b3c37f,0,0,-20.49594441843086,-1.0282784063495252
49a3aee4-59ff-4cbd-867f-5ad8576d4834,0,0,-19.05017699175737,-1.3123992707436836
7f7d83e0-8dbc-4992-b8b2-5044fda4ed75,0,0,-20.467114661124043,-1.0339440033294856
d184e2c1-1031-48d3-abc6-744b6a541e77,0,0,-20.40592171913678,-1.0459695831367757
e9d54ff3-073e-4cc6-8955-1a054f9a296f,0,0,-15.296062623822813,-2.0501543201199475
aac78550-4de9-4c63-80fc-1233c7f42804,0,0,-19.70164605276808,-1.1843731793229535
63d0f5fe-90cb-44fc-bf5a-a057c0de4b8a,0,0,-22.151052107482947,-0.7030181891091368
a3b513dc-8da6-4fad-8b5e-be903b828a7a,0,0,-20.895025132426895,-0.9498514371623168
6304edc5-4f60-4334-b564-665032773706,0,0,-20.57788335860345,-1.012175842354884
a2109f88-ba08-481d-a356-0af164c5293a,0,0,-15.570381328192465,-1.996245464541205
96314226-60c8-4d78-b078-295a9054399c,0,0,-16.645696907061375,-1.7849254512886605
fe0303c9-f264-47b8-a06e-4bb1058fe134,0,0,-14.288857711016547,-2.2480892888908177
7f303377-c415-4af9-a7df-b7722d486e9d,0,0,-13.954736720897117,-2.3137504338118835
c96edf2b-b68e-469c-b2b9-5eea06d138df,0,0,-13.893670505996223,-2.325751109330519
47401c78-af83-4599-9e0b-be81e4db3f90,0,0,-13.506604655181535,-2.401816928826787
aa6ff88e-73bd-4170-b762-4abeaf2b36e8,0,0,-13.183955455969578,-2.465223648112964
5fcf453e-908a-48bc-b612-2a1e3392cad3,0,0,-12.408888371182242,-2.6175391077300874
73e29c25-a29c-4428-9279-fec1a9ec32c1,0,0,-12.280561097982632,-2.6427578636061333
f0421401-0385-4990-b873-7adf559f88d0,0,0,-12.533317586173958,-2.5930863946124076
91626109-bf65-493f-801b-b4758fa8159d,0,0,-14.511707416110692,-2.2042950729794706
e71fee77-daac-4ac4-81e6-803f3313e2a8,0,0,-13.509471230040196,-2.401253592212843
0a4ec1d4-586d-469c-a24f-b5cb2a01fa4f,0,0,-13.976287967453455,-2.309515202966735
70f5a4be-526c-46c2-9e19-67d4f65e45a0,0,0,-13.70628445917491,-2.362576040239894
daf79c9c-d364-479b-8030-c0b749495874,0,0,-14.629172981339655,-2.181210849809364
a0a7e266-59c3-41c1-b3ad-6abd5fa53e38,0,0,-11.117511683605168,-2.871319248272515
8a2e4e22-159c-45fc-b2a3-9c1b8e5c6690,0,0,-10.178890928431667,-3.0557761224405757
09dc1a8a-10de-4df5-b77f-abcaec8ea099,0,0,-9.262964331464193,-3.23577316183353
eb402252-b870-4711-a226-9b69e2eefdc8,0,0,-9.974326285690573,-3.095976974975904
e886f0c9-de05-4f10-8ac2-557ba19f00e4,0,0,-7.846015329338633,-3.5142306563509194
1de63611-b451-4aed-90db-780d9e9e33b1,0,0,-8.051604192825188,-3.4738285249112795
dc8e6e45-b61c-4a35-820b-727274d03f39,0,0,-9.916881653720486,-3.107265940399408
061d5d9c-cec4-484b-af33-11e61ec42a5e,0,0,-14.338470395102311,-2.2383394505507783
10beb2f7-3b85-4ed1-8b49-a804b9b62d12,0,0,-13.719157868671278,-2.3600461698289776
88489a51-2492-4c20-acf3-f5cea4e2dd19,0,0,-15.046079673593088,-2.099280736023846
e84292f8-6e6f-4d00-b7e1-9371e2c58968,0,0,-15.123675667609723,-2.084031643751615
57aa23e9-87e8-4c39-9380-565ff43138e9,0,0,-16.015749317933636,-1.9087221631552433
a34cd64f-e03d-4fd4-a4b9-b0ac545bd229,0,0,-13.644280186723254,-2.3747610619522925
49deef33-b532-40ba-a5bc-787ed9cd6fa1,0,0,-14.957025182353478,-2.1167816414685046
987c3ada-a91d-4533-b7f4-5f1cd87d3f1e,0,0,-14.93212719089299,-2.121674571496475
c74d4f78-1985-4255-a545-c2a17316c285,0,0,-17.196145746476766,-1.6767517594665236
2202af4f-7fbb-47e6-a90a-e01d8aa01b54,0,0,-15.404818542069284,-2.0287817086403375
a5101f0f-2cbc-4b75-b942-20a675702aad,0,0,-18.84770286306495,-1.3521892974106324
e7311968-de06-4e82-a882-552fa94cd655,0,0,-18.797061756249132,-1.3621412404250715
90e6a585-d728-422d-814e-b52912d68fed,0,0,-19.342593745657755,-1.2549338033741004
60d1b928-9e51-4252-9ea4-faac30ce0833,0,0,-19.122510932562246,-1.298184272254055
ea575d3c-0293-4e53-9256-b50faa534bb2,0,0,-19.667548934146627,-1.191073913228937
31f27360-3bf4-48af-9707-62dfa035512b,0,0,-16.315506830601663,-1.849814096728653
9ee5db0b-66e1-4a22-b965-d6e42fc96044,0,0,-16.059478461133743,-1.9001285527750338
00329d8c-a1d0-4eca-a75a-ae2d8b80824c,0,0,-17.921128674429696,-1.5342787915736642
07963299-dd1f-41b0-bdbc-659327e95b00,0,0,-17.45964697083836,-1.6249687449558206
48d68e45-3a2b-4c6a-99c7-18511bf402a0,0,0,-17.864325346232842,-1.5454417285786073
75c4e642-0636-491d-9965-1daee44f98ce,0,0,-17.723422216404394,-1.573131880053947
5700b8ba-13f8-4807-a4f0-9c21a5f40978,1,0,-17.639747560232536,-1.589575545335667
01ddad9f-1862-417f-9913-c65f0034afd3,0,0,-15.37212985417359,-2.0352056590555194
dc6283da-3ce6-439e-9f89-00ff132d7ee4,0,0,-15.686537484251799,-1.9734185652381722
b65beb1c-184a-4f32-b65d-0c89e9a8f403,0,0,-14.813716568692053,-2.144944516380064
cb4baeec-e7b3-4618-92f9-3927eb1f7a7d,0,0,-13.237275117347833,-2.45474531805759
c93b7e19-c554-4927-87e6-d5dfdeae93a8,0,0,-12.674219162220025,-2.56539654848493
d2513e28-1070-491b-9cef-74f8c0af14b3,0,0,-13.25512879925976,-2.451236729162966
9b00c615-bfc2-4467-aee6-816f800ec8f5,0,0,-12.187459799306422,-2.661054043868657
9f14323d-1977-401e-aac2-c430456cb482,0,0,-11.91384605997994,-2.714824360375528
a4ba8847-e23a-4d36-ba3d-c40944aed2ef,0,0,-14.965065987295867,-2.115201469991054
d8e0f336-fccf-4e59-afdb-5fb8beaaf928,0,0,-15.23813638147641,-2.0615379311647977
c6cbe434-7734-4b1e-a5d2-a409d4fd3815,0,0,-18.029117643162976,-1.5130569002960828
544b7967-d82b-4b9b-b9cb-49051b6b8107,0,0,-18.99568907384763,-1.3231071854815146
accf0e5a-abc3-410a-80a2-16c90048fc50,0,0,-18.042303061266853,-1.5104657142450237
0c31e7d0-0fb6-4847-932c-ff7f500095f8,0,0,-15.018397432479743,-2.104720824193205
081e28ac-296a-464e-b3da-f440f25d9bbd,0,0,-14.076455054847113,-2.2898304605046556
45bdd8b9-a8b8-4d1a-8d19-3d8388832ebe,0,0,-9.100543445816962,-3.267691962585553
e6b72f2e-9943-4b7d-9b48-3ad73f80e83a,0,0,-8.401858589325853,-3.404996858036205
cbeaeaed-c048-409f-a4b6-0218f601fb42,0,0,-8.94013488598518,-3.299215302947765
40bcdb89-0df9-4246-924a-a40ba1804d18,0,0,-9.035818432558301,-3.2804116617402683
1ce8b1ab-c5bc-4260-a466-ca6743ea50f7,0,0,-8.842336372088301,-3.3184345755584217
ab7110ff-7fb7-4ceb-84b9-4e0177a87536,0,0,-10.09122888721561,-3.073003384907105
375c750f-5993-4d0f-9e07-0523884b1269,0,0,-10.45018233247109,-3.0024621890953385
b63c905a-b8a1-4fc6-a0e0-9068b6aa3c64,0,0,-11.156929513855957,-2.8635728930864914
9ce0bbc7-f9b8-47c8-acb1-69546a22ef16,0,0,-11.678370607403172,-2.761099776390158
0a966396-bce2-4819-b310-c3b94d4970fc,0,0,-12.07230857957707,-2.683683454022697
4fd0dda1-860f-483b-8a71-7566f7b1151a,0,0,-11.744310827908837,-2.7481412658422224
994a6a15-ccc2-4b4b-b8dd-b3dc12ef9d9e,0,0,-11.739645530016434,-2.749058085826814
2588ef5b-e37b-44ba-8c24-aae0cf342447,0,0,-11.47736497224156,-2.8006012160799543
d41ec42e-410e-4816-893c-0722f78a8b91,0,0,-11.307649373460592,-2.8339535670440146
677129cf-8eca-4487-ba29-74267278ea34,0,0,-13.483378775300277,-2.4063812570489005
add5132b-c8ff-43e3-92a4-e67c7b689643,0,0,-13.703426140313205,-2.363137754393027
dd12b777-9188-4a9d-b9e5-1f310b2ff5ec,0,0,-18.998949999600004,-1.3224663513982473
2a52e421-5419-4503-8713-c79aedf30d27,0,0,-25.382113290325304,-0.06805306315398982
aaa955f6-928b-49d8-9e83-cb629efef419,0,1,-26.59665675271826,0.1706278837347744
db742991-5d2e-4a22-9aef-25f0c26f075c,0,1,-26.611342094237283,0.17351383333450243
ab7d337a-30ff-4db4-8672-91c2d15bfc0e,0,0,-22.0345043362832,-0.7259220482538092
d3007a3e-c070-4613-a4a5-26e88bc148a7,0,0,-19.956215240868474,-1.134345480236095
6073cf0f-99dc-4f0f-ac43-8cd5d103ba41,0,0,-13.205755359149236,-2.460939551500437
afaee816-b71e-4f2f-bb83-a78b9b9752bd,0,0,-12.895949678357484,-2.521822274542068
5594c3a9-394a-42af-9ea6-bfcff892be6d,0,0,-18.02155808229991,-1.5145424981365294
dd0517ad-d872-476d-a7c6-0ac76e8d4934,0,0,-19.106049611923034,-1.301419235611781
700adfbf-735c-422a-bb4d-d5d15f7f827c,0,0,-19.87954791397819,-1.149412071711998
e8ca8e04-23bd-4a97-a503-a8c3c0fe09d1,0,0,-22.987486071613894,-0.5386429676779052
b2176f37-0f32-4c51-8de1-c683c4a772c3,0,0,-23.17187702811593,-0.5024066291207664
77de47c7-8743-443b-8d48-e245006173fb,0,0,-15.330168272362423,-2.0434519099224144
632e6dd2-0188-4d04-86d5-06d6d1832f62,0,0,-19.66282970883688,-1.1920013309792183
d9f25245-1ecd-41d5-801b-cef153b8902e,0,0,-19.09880940802963,-1.3028420737188178
4cd5e5ec-83c6-4223-bb13-4defe242988c,0,0,-15.462586066101546,-2.017429288770345
73c69efc-cf65-4dc0-a21c-4020d3d41759,0,0,-19.360857123037114,-1.2513447015088581
e538c9bf-09d6-40a9-a9df-cfa3ad594fe4,0,0,-19.793712581943154,-1.1662803509963546
0e2dd2f9-374e-4df2-bdda-8d65d9c7a0f0,0,0,-15.48172319352869,-2.0136684783617635
66d152a0-8689-412c-b8e5-a277a79657d5,0,0,-17.958391728725925,-1.526955890945746
bd16c8cd-f025-4766-9f16-14aa2f7c5e29,0,0,-18.592084265554643,-1.4024232254546154
18dcb169-cdd1-4de0-a25b-8ce942c25563,0,0,-12.824436785555562,-2.535875921444985
bf493f04-ace9-49d7-afbc-fe2a8f35f88b,0,0,-13.121097229411724,-2.47757648808875
e453a54b-841a-4d8b-964a-b1ab79fbd467,0,0,-13.941825855492308,-2.3162876650229443
9e91d76d-d56b-4ed2-972c-069c588b78b5,0,0,-10.805800716693708,-2.932576396362921
17cf3c8c-5ad7-4dee-8149-e1fc5c588b54,0,0,-11.75138784202164,-2.746750497638456
75d9f2f5-c420-4ef6-b3a6-788c0670cbf4,0,0,-16.10355023316565,-1.8914676092968021
3d173114-b369-4204-81de-f7f286f2f186,0,0,-16.95221619885048,-1.7246885663444589
553e1549-ff1f-49b8-b79b-2de14ef43e07,0,0,-17.879774777118413,-1.5424056208501977
9cdcd097-39d1-4819-b0e1-4e50c41d0599,0,0,-18.183662309334235,-1.4826859268393673
