txn_id,upi_id,timestamp,amount,location,transaction_type,device,ip_address,label
62000ee5-22a5-4853-886a-a172c5fb5e1e,user1992@sbi,2025-04-08T05:07:29.002581,111.05,Bengaluru,Recharge,iOS,205.193.211.169,legit
4ff4d4bd-7d03-47a2-beaa-9583b0ea944f,user3836@icici,2025-04-07T20:10:29.002581,24.16,Bengaluru,Recharge,iOS,172.118.247.185,legit
f49bd3d7-444a-4354-97f4-3c3df7341ee7,user4377@icici,2025-03-21T20:16:29.002581,49.36,Pune,Recharge,iOS,94.133.183.17,legit
de7f664d-c9ab-4ee1-b47a-3829d75ec4c8,user2322@hdfc,2025-03-22T06:31:29.002581,7.58,Kolkata,Peer-to-Peer,Web,126.176.115.217,legit
7bfc8acf-99ae-4c2b-b054-a2a0de1d98a3,user1853@icici,2025-04-07T07:25:29.002581,323.78,Mumbai,Merchant-Payment,iOS,90.193.162.17,legit
9f55178a-9b11-44a3-bf7b-d3fbe81ba9af,user2186@axis,2025-03-23T11:00:29.002581,20.01,Pune,Peer-to-Peer,Web,66.15.164.6,legit
46089bf7-dff8-43db-bf62-c8444f1b426a,user4322@hdfc,2025-03-27T06:36:29.002581,164.15,Hyderabad,Bill-Payment,Android,153.113.122.159,legit
83d6cdf9-2078-493f-a6c8-f5a15748a1b3,user1520@hdfc,2025-03-21T17:43:29.002581,78.26,Delhi,Merchant-Payment,iOS,135.121.206.13,legit
53e505d2-0b8a-481c-b271-cedcdceea30b,user947@hdfc,2025-03-30T22:48:29.002581,70.38,Hyderabad,Bill-Payment,Web,162.100.219.198,legit
ea3aafe4-be65-4fd2-bb3e-5c1dc51d5cdb,user3919@axis,2025-04-09T15:34:29.002581,44.64,Kolkata,Merchant-Payment,Android,140.5.1.84,legit
0b813c1a-dc18-43fb-86af-2c4b89f7cb90,user1773@icici,2025-04-12T10:44:29.002581,160.95,Chennai,Bill-Payment,Android,161.5.97.206,legit
33f173fb-ea87-42af-83db-376615c1f5ec,user4546@sbi,2025-04-09T10:25:29.002581,18.83,Hyderabad,Merchant-Payment,iOS,245.149.50.41,legit
da4b2d53-06d0-41a7-98ef-63f1183e0f22,user2049@axis,2025-04-18T15:07:29.002581,35.47,Bengaluru,Bill-Payment,iOS,196.24.52.135,legit
5a6d7518-45b4-45ef-ab02-afd8ac6faeec,user4186@icici,2025-04-06T07:17:29.002581,104.35,Hyderabad,Merchant-Payment,iOS,103.101.241.225,legit
9852857f-02c2-46d1-8eeb-31beed1cdce3,user4209@kotak,2025-04-13T02:29:29.002581,54.82,Mumbai,Merchant-Payment,Android,131.109.196.233,legit
cc226e9d-7848-4765-a34f-5be4bf21b579,user1619@axis,2025-04-04T16:31:29.002581,23.3,Pune,Peer-to-Peer,Web,230.169.252.121,legit
3042bb62-68c3-4019-9080-567843a02d6f,user1630@kotak,2025-04-07T00:05:29.002581,27.44,Chennai,Peer-to-Peer,Web,195.33.148.91,legit
16196e93-849e-47ff-b0f5-44443df3ec39,user1663@axis,2025-04-03T22:59:29.002581,43.35,Delhi,Merchant-Payment,Web,104.60.212.42,legit
00833d73-ce4e-49e9-abb6-86b84a28f343,user1096@pnb,2025-03-28T21:16:29.002581,15.89,Chennai,Peer-to-Peer,iOS,189.25.206.185,legit
4f1b41c5-f639-4bfa-9a09-6be31bd429e4,user2564@pnb,2025-04-04T10:12:29.002581,31.02,Delhi,Peer-to-Peer,iOS,39.187.134.155,legit
3e9684a2-331a-41a9-a8d4-7a116b210281,user1925@icici,2025-03-21T01:49:29.002581,39.48,Bengaluru,Bill-Payment,Android,251.107.233.241,legit
a4c02ed1-ce36-45cd-ac0e-1539c8ef54f6,user1492@pnb,2025-04-11T14:54:29.002581,158.21,Delhi,Peer-to-Peer,Web,102.49.125.163,legit
50d7b0e8-b3d9-4081-9c71-866e3ac5e143,user1084@kotak,2025-04-08T11:45:29.002581,99.68,Bengaluru,Bill-Payment,Android,9.97.136.1,legit
0e993cea-ad2f-4e48-afe8-54a78493fd08,user1104@kotak,2025-03-21T17:19:29.002581,128.9,Delhi,Peer-to-Peer,iOS,18.208.106.134,legit
1792ec3c-73ec-4514-98f4-0a7846ef03d2,user215@kotak,2025-03-30T23:04:29.002581,325.23,Chennai,Merchant-Payment,Android,195.148.43.17,legit
c55b68ef-9d01-47c4-9a1c-9c4206c3502e,user1303@axis,2025-04-09T05:30:29.002581,146.58,Kolkata,Recharge,Web,10.188.146.121,legit
4c16a857-e9a3-427a-bc07-eca9eb84045c,user4686@icici,2025-04-06T06:14:29.002581,23.73,Kolkata,Bill-Payment,Web,235.118.199.43,legit
2696d95f-d522-4db0-a073-38e34dd69466,user2199@pnb,2025-04-15T10:45:29.002581,118.56,Kolkata,Recharge,Android,5.5.192.156,legit
6ced9703-ec84-4458-97be-5fc57405b1ee,user4139@pnb,2025-03-23T06:24:29.002581,23.27,Kolkata,Bill-Payment,Web,58.178.188.207,legit
5d9d0001-0f6f-4349-92a9-6004eed00279,user2758@hdfc,2025-03-19T20:39:29.002581,54.88,Delhi,Merchant-Payment,Web,178.146.117.166,legit
680a8f82-2d08-49e2-8630-878bac73de96,user4973@icici,2025-03-28T09:01:29.002581,44.25,Chennai,Recharge,Web,88.18.143.227,legit
24c64807-5c10-4e54-875c-9c56072185b1,user4317@axis,2025-03-23T04:01:29.002581,88.55,Bengaluru,Peer-to-Peer,Web,215.91.191.118,legit
24cdcea5-86a8-4a49-ac2f-59a2d13f93fa,user4203@kotak,2025-03-30T13:26:29.002581,117.83,Mumbai,Bill-Payment,Web,109.205.236.109,legit
e0a89a33-efed-442f-bce9-3b6f29084804,user1317@pnb,2025-03-30T23:03:29.002581,4.72,Pune,Recharge,iOS,133.66.142.83,legit
bf0df457-28a3-491a-be30-d09e4b923519,user2672@hdfc,2025-03-26T01:34:29.002581,117.19,Mumbai,Bill-Payment,iOS,255.219.133.207,legit
a991c2a9-1d2d-47ea-8ba6-5414bc62c760,user1027@pnb,2025-04-16T03:07:29.002581,207.33,Kolkata,Merchant-Payment,iOS,236.249.152.109,legit
cff8d3fe-7184-46b0-957f-b17638a8bb1d,user2834@axis,2025-03-27T18:36:29.002581,34.91,Kolkata,Bill-Payment,Web,38.60.173.169,legit
000113e1-256f-4148-8096-527616da7642,user3800@kotak,2025-04-09T21:03:29.002581,47.48,Chennai,Recharge,Android,183.184.176.36,legit
43b61d61-88ad-4f07-99eb-42322fccf3ad,user1652@sbi,2025-04-03T14:11:29.002581,20.73,Delhi,Peer-to-Peer,Android,228.139.31.113,legit
75a0a304-f6f5-4f04-8370-1fede37009b0,user4952@sbi,2025-03-30T06:08:29.002581,41.72,Delhi,Recharge,Web,136.109.149.199,legit
7caa551d-c97b-4ec2-ae61-dd92647c25b3,user4367@pnb,2025-03-26T06:30:29.002581,117.02,Chennai,Merchant-Payment,Web,145.255.23.87,legit
735d9703-184d-4f02-b3ac-80fcc5b55514,user4609@sbi,2025-04-06T19:18:29.002581,57.64,Kolkata,Bill-Payment,Web,231.38.45.73,legit
884da5bd-e56c-483d-973b-374b66ed3357,user3953@hdfc,2025-03-22T23:44:29.002581,14.03,Noida,Bill-Payment,Web,107.108.184.76,legit
5cea81f5-d1fd-4eb1-a48c-81f86afbd0a9,user4649@sbi,2025-04-04T04:24:29.002581,44.4,Hyderabad,Merchant-Payment,Web,17.103.3.11,legit
e7e1f162-dd48-4875-8f1d-142e3f69610b,user1011@pnb,2025-03-22T08:30:29.002581,9.83,Chennai,Bill-Payment,Android,33.98.89.39,legit
26717560-e7b3-40e0-894c-7ab86d2ffe36,user64@axis,2025-03-28T06:49:29.002581,98.26,Pune,Peer-to-Peer,Web,222.2.28.235,legit
de7a61a9-c651-4140-aa0c-5f71d1978001,user4893@axis,2025-04-01T09:29:29.002581,18.72,Kolkata,Merchant-Payment,Android,79.142.241.36,legit
5e73e479-4321-4066-97d2-4bd22101f465,user2736@sbi,2025-03-23T19:56:29.002581,241.8,Kolkata,Merchant-Payment,Android,114.11.146.59,legit
7c63532a-3823-4546-be17-6f4734b25ac0,user4898@hdfc,2025-03-21T10:30:29.002581,96.81,Bengaluru,Recharge,Web,183.70.252.234,legit
35ba29ab-d475-40b9-8602-4ba3e2a17e26,user3649@sbi,2025-04-07T11:43:29.002581,17.79,Pune,Bill-Payment,Android,181.73.84.183,legit
c1e932ab-6741-4dfb-84dc-d06adcb8d4eb,user3231@pnb,2025-04-02T02:55:29.002581,15.33,Bengaluru,Peer-to-Peer,iOS,47.30.93.57,legit
5359b056-2328-49ee-8ac0-107a46824489,user3323@sbi,2025-03-19T23:22:29.002581,34.14,Chennai,Peer-to-Peer,Web,72.21.1.231,legit
3b645ecc-d659-477d-8195-eebe5d8c1f34,user1157@kotak,2025-04-02T19:38:29.002581,89.42,Bengaluru,Recharge,iOS,52.184.103.24,legit
4097ef15-0c57-498c-b330-a9600c6ae638,user3409@hdfc,2025-03-26T16:16:29.002581,256.8,Mumbai,Peer-to-Peer,Web,189.144.220.61,legit
db803cb1-0ed3-440c-9ad3-186fef3068ce,user3299@pnb,2025-03-28T18:05:29.002581,31.95,Chennai,Merchant-Payment,Web,219.241.17.175,legit
9ce7b999-edf2-4564-a664-528eac8ec212,user499@kotak,2025-03-23T21:47:29.002581,27.48,Bengaluru,Bill-Payment,iOS,198.144.233.239,legit
f93f1187-2c4e-40a9-bd76-4a7209c03b1d,user4107@pnb,2025-03-23T18:54:29.002581,30.37,Chennai,Peer-to-Peer,iOS,209.217.75.186,legit
a347799d-e333-4e04-a984-4ca5206cd93e,user1217@icici,2025-04-08T22:05:29.002581,128.9,Noida,Peer-to-Peer,iOS,191.117.14.254,legit
9c228ff6-a040-4a59-96ee-588a93f66cba,user2507@kotak,2025-04-12T12:11:29.002581,88.45,Kolkata,Merchant-Payment,Android,98.39.217.183,legit
054f80fa-bdc6-458e-b888-1357aa4f3b9c,user3242@pnb,2025-03-26T00:53:29.002581,215.93,Hyderabad,Bill-Payment,Web,194.205.45.177,legit
c1de9cca-ae46-431e-b17e-ad869a0ecb43,user1650@sbi,2025-04-03T22:51:29.002581,57.11,Hyderabad,Recharge,Web,157.124.81.193,legit
051f653c-eb4c-48a1-9c9d-46344724759b,user3154@axis,2025-03-26T04:45:29.002581,12.99,Pune,Peer-to-Peer,Web,39.216.182.220,legit
737a6110-769f-4d29-a1b6-5324ab6ad5f0,user2118@kotak,2025-04-13T18:12:29.002581,127.93,Noida,Recharge,Android,68.177.233.185,legit
6ed67024-a3ab-46ec-b2f3-69abe93b7867,user1610@icici,2025-03-24T01:41:29.002581,55.57,Noida,Bill-Payment,iOS,100.62.174.252,legit
361ea6e3-f555-4023-97df-8a8d74dd38fe,user272@hdfc,2025-04-16T00:32:29.002581,53.03,Kolkata,Peer-to-Peer,Web,243.177.139.122,legit
f4a55fbf-940d-49f2-a029-91ce683a97a1,user4763@sbi,2025-03-24T08:35:29.002581,33.46,Delhi,Merchant-Payment,iOS,201.217.164.46,legit
1785be4c-a994-4194-8b28-2ce20e3bdb69,user2916@hdfc,2025-04-15T18:46:29.002581,52.46,Pune,Merchant-Payment,Web,111.189.106.211,legit
30ef8f7d-fbfe-4eeb-b810-dc498b6692af,user2612@pnb,2025-03-23T23:48:29.002581,12.76,Mumbai,Peer-to-Peer,Android,82.206.16.182,legit
33ed5520-8c66-4fd4-8900-bda22463cd3f,user3071@pnb,2025-04-16T02:38:29.002581,112.51,Noida,Merchant-Payment,Android,55.222.93.44,legit
b2d6b77d-7d69-4448-9a3d-091ed10acce6,user4813@kotak,2025-04-03T08:30:29.002581,15.79,Hyderabad,Recharge,Web,119.22.5.195,legit
5ffa6cc4-f88d-4077-9b3e-763a3504a3ac,user2444@kotak,2025-03-30T03:58:29.002581,81.17,Chennai,Merchant-Payment,iOS,199.30.75.28,legit
34543587-2900-4dd1-a75c-540b0c253b27,user1985@sbi,2025-04-04T13:20:29.002581,39.04,Chennai,Merchant-Payment,Android,247.121.150.156,legit
7f771aec-010d-4086-a210-1e332d0c12de,user3604@axis,2025-04-16T09:50:29.002581,49.37,Kolkata,Peer-to-Peer,Android,181.59.212.244,legit
1dacc447-24e5-4ddc-a87c-658da9e12b55,user146@hdfc,2025-03-31T22:33:29.002581,146.64,Mumbai,Peer-to-Peer,iOS,33.148.148.107,legit
7ae82385-77b2-49bc-9244-59a7f4728790,user4010@kotak,2025-04-12T01:13:29.002581,12.54,Noida,Recharge,iOS,2.31.21.123,legit
7b503f73-121c-4c91-8d3f-4b3475164fe6,user2902@icici,2025-04-03T14:38:29.002581,31.15,Kolkata,Peer-to-Peer,iOS,136.127.208.211,legit
223f52d8-6a10-4c84-91b5-145ff61afde9,user2376@kotak,2025-03-25T03:17:29.002581,24.76,Mumbai,Peer-to-Peer,Android,62.216.6.87,legit
91acb0a9-ffad-41b0-961b-170ac60f1947,user625@kotak,2025-03-21T08:06:29.002581,47.65,Mumbai,Recharge,Web,118.99.89.80,legit
a7db22ac-2436-4df5-b65c-d37a7756d6aa,user1944@icici,2025-04-15T11:02:29.002581,19.72,Kolkata,Merchant-Payment,Android,180.76.255.42,legit
20926923-e610-4e22-901d-454cc379dbcc,user1973@pnb,2025-04-17T01:56:29.002581,38.93,Chennai,Merchant-Payment,Android,233.49.145.60,legit
c678c9c6-a235-4540-9a87-696cdf85f6de,user551@icici,2025-03-30T12:16:29.002581,29.61,Bengaluru,Bill-Payment,Android,175.232.232.232,legit
a89acf90-8e23-4009-8e28-f03d9059978f,user2085@kotak,2025-04-06T23:17:29.002581,69.88,Kolkata,Merchant-Payment,Web,32.164.212.52,legit
31962f8e-2621-42d0-8f8a-985d2c26c55b,user46@sbi,2025-04-02T00:52:29.002581,27.96,Pune,Bill-Payment,iOS,87.232.87.236,legit
98308689-f81d-46d5-a20a-a0521e9842e0,user218@axis,2025-03-31T02:24:29.002581,24.42,Mumbai,Recharge,iOS,99.73.92.212,legit
3c22e71a-4b6b-4a0b-9fc0-95500eb3a94c,user2203@hdfc,2025-03-19T19:49:29.002581,40.88,Kolkata,Peer-to-Peer,Android,18.248.144.116,legit
e3add689-36ff-47ef-a064-d00f60e73391,user148@sbi,2025-04-15T17:28:29.002581,30.55,Hyderabad,Peer-to-Peer,iOS,139.43.14.232,legit
d4fb435b-c47d-4e33-baf0-ef09f8d63f77,user1989@pnb,2025-03-23T03:54:29.002581,143.67,Chennai,Merchant-Payment,Web,165.139.11.4,legit
7f76de15-88e5-4f04-bca9-2583c487a0de,user1585@axis,2025-04-08T03:50:29.002581,118.87,Kolkata,Peer-to-Peer,Web,168.206.207.27,legit
999dbf77-15d6-40cf-a354-dd876c8f5d7b,user1763@hdfc,2025-04-14T12:29:29.002581,41.28,Hyderabad,Peer-to-Peer,Web,153.16.197.139,legit
e367a6b5-aad8-440b-b270-6c37de8e02b8,user886@kotak,2025-04-07T17:07:29.002581,62.63,Kolkata,Merchant-Payment,iOS,109.137.141.93,legit
95fb512f-26d9-4284-bfbf-6249617113be,user876@kotak,2025-04-09T02:01:29.002581,26.68,Pune,Bill-Payment,Android,246.45.125.10,legit
4a342d87-a2b6-4487-8019-4b555cba8564,user4771@axis,2025-04-09T08:08:29.002581,134.38,Mumbai,Bill-Payment,iOS,64.153.242.140,legit
0b612191-be8a-4c72-8bc7-2f70a348d73d,user224@icici,2025-03-27T05:26:29.002581,103.48,Kolkata,Recharge,iOS,78.110.189.147,legit
fdcaf6c7-9373-427a-897f-c8d90bc5fdaa,user3225@sbi,2025-03-27T19:09:29.002581,38.38,Hyderabad,Peer-to-Peer,Android,253.99.61.223,legit
4fe673c2-9c5f-4144-b69a-5238e009e74d,user290@axis,2025-03-21T04:12:29.002581,27.94,Kolkata,Merchant-Payment,Web,127.72.165.149,legit
03f1e47a-18b5-4e6a-917f-972c4803e813,user1298@sbi,2025-04-12T08:48:29.002581,251.59,Bengaluru,Peer-to-Peer,iOS,128.237.241.78,legit
7ddcf370-8440-41d8-b3a3-2015a304409c,user1384@hdfc,2025-04-16T01:56:29.002581,76.97,Kolkata,Merchant-Payment,iOS,210.210.126.210,legit
56c36275-7502-4523-91a2-c473dfdab3cd,user3208@pnb,2025-03-30T12:48:29.002581,45.36,Chennai,Merchant-Payment,Web,236.161.185.68,legit
4344bdec-4adb-4720-bebd-2f33be132f68,user1222@sbi,2025-04-12T01:03:29.002581,117.67,Bengaluru,Peer-to-Peer,Web,82.93.116.206,legit
f5453477-e920-40e0-97cf-3a4636563cde,user2355@hdfc,2025-03-29T06:02:29.002581,104.37,Hyderabad,Peer-to-Peer,Web,29.34.83.229,legit
ee74a642-3469-4ad2-aec3-7ec5b15811e5,user1187@hdfc,2025-04-09T09:50:29.002581,19.09,Pune,Recharge,iOS,98.121.223.168,legit
ccd5f375-88f5-4371-bcb8-50a88a891177,user144@pnb,2025-03-28T06:32:29.002581,29.95,Hyderabad,Recharge,iOS,137.255.38.102,legit
4fc8f3dc-8c21-4865-9a5b-20755e53b656,user2594@icici,2025-04-08T13:13:29.002581,118.26,Delhi,Merchant-Payment,Web,213.10.196.95,legit
4663fa99-a550-46d8-acdb-5df43cb67194,user3671@pnb,2025-03-29T11:14:29.002581,613.95,Noida,Recharge,Android,36.166.174.40,legit
3212e556-b7cb-42a4-92ca-206404d8c255,user354@sbi,2025-04-13T09:27:29.002581,95.19,Chennai,Peer-to-Peer,Web,229.168.112.29,legit
e13f47ed-fee4-4c1e-a7fb-58086a5e0b8d,user664@axis,2025-04-03T00:38:29.002581,56.51,Mumbai,Bill-Payment,iOS,103.119.175.177,legit
19cddcbb-27ca-43b6-be52-ef0293a48036,user810@icici,2025-04-10T04:03:29.002581,131.35,Pune,Peer-to-Peer,Android,106.89.107.254,legit
39765542-3eab-4e12-9849-a5cd8491fa00,user4041@sbi,2025-04-14T05:34:29.002581,21.86,Pune,Merchant-Payment,Android,61.217.113.53,legit
5d5bcbf3-c354-4cdc-b398-b9d4970abc80,user30@hdfc,2025-03-23T01:23:29.002581,66.16,Hyderabad,Recharge,Web,105.16.106.60,legit
51e8c7de-cf05-471b-82bd-63751a65701b,user4474@kotak,2025-04-11T03:38:29.002581,41.05,Mumbai,Peer-to-Peer,Web,214.84.90.233,legit
25833167-8281-4c63-af3c-7b39da7471b0,user3418@axis,2025-04-04T07:30:29.002581,69.18,Noida,Merchant-Payment,Web,145.52.183.225,legit
8eaf4095-0026-4224-80e0-2e0ef3380094,user340@axis,2025-03-28T16:56:29.002581,100.83,Pune,Peer-to-Peer,Android,213.22.27.55,legit
0f092e8e-d373-4793-a751-0c3074e367db,user2398@sbi,2025-04-14T20:27:29.002581,232.9,Delhi,Peer-to-Peer,Android,66.79.66.56,legit
8cb673f4-ab2a-49c1-b565-30b6b7a48103,user4492@sbi,2025-04-07T19:04:29.002581,63.4,Delhi,Bill-Payment,Web,106.40.31.186,legit
6f1c91b9-4f8c-420a-abbc-78dd8f84a7df,user4627@kotak,2025-03-26T02:05:29.002581,22.82,Delhi,Recharge,iOS,9.218.186.169,legit
659bd8de-7fff-4905-b858-628524a2492f,user3292@icici,2025-03-28T17:33:29.002581,59.73,Mumbai,Recharge,iOS,190.110.89.27,legit
2f10f773-9c96-4fac-bbef-bc203811ef9b,user3755@icici,2025-03-25T21:48:29.002581,31.96,Delhi,Merchant-Payment,Web,72.6.9.88,legit
ae365d7e-1851-4b98-abaf-a40762984e4a,user3685@pnb,2025-03-25T06:44:29.002581,13.36,Mumbai,Peer-to-Peer,Web,61.190.60.118,legit
3159e98c-be39-49e7-8e66-fbdd8d50a0e6,user57@hdfc,2025-03-21T07:16:29.002581,214.65,Mumbai,Bill-Payment,Web,28.10.187.156,legit
8d16ab00-3344-40b6-aac8-01656f496437,user3752@axis,2025-04-13T18:12:29.002581,206.33,Hyderabad,Merchant-Payment,Web,70.196.50.181,legit
21e858ba-d4b4-4e55-8eb5-4117ad0b3341,user3611@pnb,2025-04-03T18:05:29.002581,10.88,Chennai,Merchant-Payment,Web,170.81.232.126,legit
6b438be2-03f1-4e46-9172-db7b4cd17e0b,user3490@sbi,2025-04-10T05:06:29.002581,39.16,Bengaluru,Merchant-Payment,Web,182.149.254.127,legit
3f0218a9-060e-4e6d-9c73-bbfc57c9ed4f,user1775@hdfc,2025-03-21T00:23:29.002581,310.38,Hyderabad,Peer-to-Peer,Android,252.18.187.47,legit
bddc5680-ed51-4e40-9156-c441645c9959,user1841@axis,2025-04-07T00:49:29.002581,56.03,Bengaluru,Merchant-Payment,Android,14.249.188.132,legit
c06f9699-fa13-4c72-9b69-841765cb8138,user1160@axis,2025-03-23T06:23:29.002581,183.58,Bengaluru,Recharge,Android,115.204.127.194,legit
5f3a4c1d-22ce-4c04-9263-3bd911100de8,user935@pnb,2025-04-07T22:22:29.002581,143.32,Hyderabad,Peer-to-Peer,Web,29.50.53.112,legit
adfe8b69-536d-43ce-9746-b1ca6328b2a7,user2299@kotak,2025-04-04T01:21:29.002581,95.53,Noida,Peer-to-Peer,Android,49.246.183.170,legit
759d3748-b0c9-4736-b349-dcb85541546d,user1490@icici,2025-04-12T08:00:29.002581,96.98,Noida,Peer-to-Peer,Web,141.107.6.10,legit
fda6bc0c-f03c-44a5-a185-4abccea0fabf,user1798@icici,2025-03-26T03:34:29.002581,67.45,Bengaluru,Recharge,iOS,66.16.239.133,legit
